"","EXT1","EXT2","EXT3","EXT4","EXT5","EXT6","EXT7","EXT8","EXT9","EXT10","EST1","EST2","EST3","EST4","EST5","EST6","EST7","EST8","EST9","EST10","AGR1","AGR2","AGR3","AGR4","AGR5","AGR6","AGR7","AGR8","AGR9","AGR10","CSN1","CSN2","CSN3","CSN4","CSN5","CSN6","CSN7","CSN8","CSN9","CSN10","OPN1","OPN2","OPN3","OPN4","OPN5","OPN6","OPN7","OPN8","OPN9","OPN10","EXT1_E","EXT2_E","EXT3_E","EXT4_E","EXT5_E","EXT6_E","EXT7_E","EXT8_E","EXT9_E","EXT10_E","EST1_E","EST2_E","EST3_E","EST4_E","EST5_E","EST6_E","EST7_E","EST8_E","EST9_E","EST10_E","AGR1_E","AGR2_E","AGR3_E","AGR4_E","AGR5_E","AGR6_E","AGR7_E","AGR8_E","AGR9_E","AGR10_E","CSN1_E","CSN2_E","CSN3_E","CSN4_E","CSN5_E","CSN6_E","CSN7_E","CSN8_E","CSN9_E","CSN10_E","OPN1_E","OPN2_E","OPN3_E","OPN4_E","OPN5_E","OPN6_E","OPN7_E","OPN8_E","OPN9_E","OPN10_E","dateload","screenw","screenh","introelapse","testelapse","endelapse","IPC","country","lat_appx_lots_of_err","long_appx_lots_of_err"
"483",3,2,4,2,4,2,4,3,4,2,3,4,3,3,2,2,3,3,3,2,1,4,2,3,4,3,1,4,4,4,3,4,3,2,3,2,3,2,2,3,4,4,2,3,3,3,3,4,3,4,5886,2466,1479,1458,1172,3401,2469,1574,1565,1604,1371,1018,1018,3177,1170,1656,1172,972,2352,1866,4670,3083,1751,2506,1372,910,3305,3392,1279,2344,5112,2091,1733,2205,1974,3786,2252,1418,2004,3284,1397,2722,2258,1712,2484,1703,3268,1658,1888,965,"2016-03-03 09:23:55",2400,1350,3,119,59,1,"US","37.3771","-77.5058"
"484",5,1,5,2,4,1,5,2,5,2,2,4,2,5,2,2,2,2,2,1,1,5,1,5,1,5,1,4,5,5,3,4,4,3,4,4,4,2,4,4,4,2,5,2,4,1,5,3,3,4,2648,1402,2234,2935,1533,930,4001,1918,3082,5006,2145,1687,1417,1936,1686,1434,3466,2132,1698,1770,2668,1483,1489,1983,4785,2567,3184,5034,3269,3030,1855,1868,1763,2800,4033,3151,1783,7820,2620,4282,4151,2630,2883,2300,2984,2151,3370,2186,3519,1086,"2016-03-03 09:24:40",1920,1080,28,155,30,1,"CA","43.6092","-79.6201"
"485",5,3,0,0,5,3,4,5,5,3,5,2,5,2,4,4,4,3,3,1,3,3,3,4,3,3,3,5,3,2,3,5,3,3,4,5,2,2,4,3,3,3,3,3,4,4,3,2,3,3,119232,2567,0,0,4877,2740,2257,4345,6782,40438,3933,9726,18478,2638,4269,2843,3371,8332,1425,2598,4662,3380,39084,4826,71554,2827,2153,2765,2380,6533,3857,7248,42440,3999,2648,4212,3917,4980,6771,3945,3154,4597,4752,7888,6844,6030,3927,4256,1880,4070,"2016-03-03 09:25:47",1366,768,14,537,49,29,"US","38.0","-97.0"
"486",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2016-03-03 09:25:54",375,667,26605,26588,24935,1,"US","44.7457","-91.5132"
"487",1,5,3,5,3,2,2,5,2,5,5,3,5,1,3,5,4,3,5,3,2,3,2,5,4,5,5,3,4,4,5,1,4,5,1,5,3,3,4,4,4,3,5,2,3,1,4,3,5,4,97990501,3353,3109,2797,4930,7494,6882,2167,2548,3325,1616,3141,2725,796,2225,1804,2444,2140,1596,2281,5021,2389,2409,1821,5213,5322,2801,3746,2437,2101,1877,3245,10535,7503,2805,2697,545,2285,2021,2536,2117,4133,1948,3301,4021,2541,3937,2581,2317,1549,"2016-03-03 09:28:10",1366,768,44,98148,14,4,"US","40.7578","-89.6098"
"488",1,3,2,5,2,3,1,5,1,5,5,3,5,2,1,3,4,4,3,5,3,5,3,4,2,5,3,4,3,3,3,5,4,4,1,5,3,3,3,3,4,2,5,1,3,1,3,3,4,5,17038,3716,1922,3746,3189,2748,2776,2256,6011,4884,7875,2550,7444,3138,2960,8574,2835,2247,4344,3188,6935,4787,4070,8767,3206,1903,9182,17182,4042,5306,6238,3177,2747,3062,2758,3991,2619,2580,2353,2864,2365,7846,3353,8427,2451,9122,4581,5640,5189,5257,"2016-03-03 09:28:25",1366,768,26,274,27,54,"US","36.7477","-119.7724"
"489",2,5,2,4,3,4,2,2,3,4,4,2,4,1,1,3,2,1,4,4,2,4,2,4,3,4,2,4,4,3,3,3,4,2,2,3,3,3,3,4,5,2,4,2,4,1,5,3,4,4,18407,2992,3159,1944,2848,3912,3192,4712,10361,4983,3490,7728,3776,2505,4263,6575,1535,7848,2009,3599,5157,18368,2824,2336,5080,3160,3048,6088,2032,3617,3151,6456,3499,5752,3697,3585,4145,2936,2047,3393,2455,3456,1239,4287,2656,2694,3184,3663,7732,3072,"2016-03-03 09:29:16",1440,900,25,240,35,3,"US","47.6102","-122.3043"
"490",2,2,3,2,3,3,2,3,4,5,2,4,5,2,3,3,4,3,2,2,2,4,1,4,2,4,2,4,4,3,3,4,4,4,1,4,3,2,4,3,4,3,2,3,2,4,4,2,4,3,586094,4476,5093,3984,5898,3189,3828,3615,6052,2581,3367,2685,2246,1960,4816,1400,4343,2258,1701,2804,2667,2744,898,2944,3146,1106,4358,8042,11745,3277,2517,5194,5306,1622,2000,4470,1268,1064,1674,3655,2526,2527,2032,3106,2139,2981,1308,1958,4862,3883,"2016-03-03 09:29:37",1920,1080,458,767,147,1,"DE","50.1833","8.5"
"491",1,5,1,5,1,4,1,5,3,5,3,4,3,2,1,1,3,2,4,3,5,3,4,2,5,1,4,3,1,3,4,3,4,2,1,4,4,3,4,4,4,4,5,4,3,1,4,4,5,5,3549,1624,2168,1904,2384,4432,1512,2031,2095,1664,1944,4080,2136,2552,2617,2208,2857,2688,3799,4152,1278,3591,1864,4144,2160,2416,1744,4056,2400,5456,1552,896,1696,2672,5223,4456,3439,1488,2305,704,1584,1560,2424,2720,2168,2080,2408,3249,2336,952,"2016-03-03 09:29:51",1920,1200,3,143,49,1,"EE","59.4339","24.7281"
"492",4,4,2,4,2,2,2,5,2,5,4,4,4,4,2,2,2,1,4,1,1,5,1,5,2,5,1,5,5,5,5,5,5,2,2,4,5,2,5,5,4,4,2,4,5,2,5,4,5,5,30453,5824,7703,7479,3320,5482,3668,2871,2319,2045,2599,8510,7095,3378,976,6080,3590,3667,2355,1172,5336,2426,5272,2684,9358,3109,3930,2171,1892,3385,4078,3082,3377,5351,3843,3322,4137,87702,1640,3736,1997,7999,3999,4050,7894,5021,3961,2057,2034,1420,"2016-03-03 09:31:42",1366,768,68,337,41,54,"US","36.7477","-119.7724"
"493",1,4,3,5,3,2,1,5,1,5,5,5,5,2,5,4,5,4,2,5,3,5,4,5,2,5,2,1,2,3,2,5,5,3,1,2,2,4,1,4,4,1,5,1,3,5,3,3,5,5,31322,4579,2006,1968,2663,3627,4086,2982,2783,1596,9628,1101,16125,2388,2178,2078,4306,3800,5663,1423,3070,2341,4206,2562,4420,1870,3316,4430,4185,2253,2251,3377,2637,2672,2473,4344,1299,3032,3131,4790,1322,3700,2462,2029,5085,1868,2810,6299,17525,1646,"2016-03-03 09:32:03",1366,768,24,229,42,1,"GB","51.5","-0.13"
"494",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1976,NA,NA,6176,NA,NA,NA,NA,2872,NA,5840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3832,NA,NA,NA,NA,NA,NA,2897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
"495",1,4,2,5,2,3,1,4,1,5,3,3,4,3,3,3,3,2,3,3,1,4,1,4,2,3,2,4,3,3,4,4,4,3,3,2,2,1,3,3,5,1,5,1,4,1,4,4,5,4,10998,3727,1800,1560,1167,2776,1440,2096,1864,1528,1272,1952,1216,2639,1192,2168,2424,945,808,688,1247,1976,1863,1488,1936,1248,1160,856,2327,1392,1576,1577,1984,21320,888,1976,1808,2854,1985,1608,1624,2008,1104,1273,1136,704,992,2431,720,960,"2016-03-03 09:32:50",1680,1050,1036,136,25,1,"US","42.4019","-71.1193"
"496",5,1,5,1,5,2,5,2,4,2,4,3,4,3,2,3,4,3,4,2,2,5,2,4,2,2,1,4,4,5,3,4,4,3,2,4,3,2,2,4,5,1,4,1,4,2,5,3,4,4,104088,2480,1566,2216,4087,1649,2977,1672,1752,2977,1441,1960,1953,4048,1591,4384,6919,44007,2281,4559,2261,1601,3578,2632,705,3119,3376,6072,1608,2000,2111,3311,1351,2024,3352,3561,3585,25361,2175,10240,1927,3121,1736,4048,2200,3126,3736,2632,2599,2480,"2016-03-03 09:33:54",1366,768,24,329,30,1,"FR","48.86","2.35"
"497",1,5,1,4,1,4,1,5,1,5,5,1,5,2,5,3,4,3,5,3,2,1,3,5,4,4,2,3,3,3,1,1,2,4,2,2,3,4,3,1,1,3,3,3,1,2,3,1,4,1,29497,2496,5296,9225,4576,4770,3960,5896,3320,3705,2720,3849,5024,15337,4369,3313,2544,8232,4145,2464,10552,7985,11530,6169,4137,10688,4705,10010,3721,3728,8817,4601,3481,6018,5321,6009,5489,1905,4360,4641,4152,10138,27644,3432,4816,11288,2952,5290,5960,5976,"2016-03-03 09:34:15",1366,768,65,350,52,1,"RO","44.4333","26.1"
"498",3,1,3,2,2,1,2,3,2,5,4,4,4,2,1,3,5,4,4,4,4,2,4,2,5,1,4,3,1,4,3,4,2,4,2,5,5,4,1,2,3,2,5,1,4,2,4,3,5,4,6584,3128,4087,2464,3543,3103,5623,3431,4160,2280,3567,2184,2832,2983,5264,4752,2169,1728,3047,1752,3718,2512,2192,2961,3201,1952,3328,3097,2399,1896,13449,3792,2297,2168,4255,3536,2688,15015,2162,3840,1697,2992,3559,5097,3425,3585,1920,1928,13392,2608,"2016-03-03 09:34:27",1280,800,29,201,35,1,"GB","51.2","-0.8"
"499",1,3,4,4,4,2,1,4,2,3,5,4,4,2,2,5,3,3,5,4,2,4,2,3,5,3,1,5,3,2,2,2,5,3,2,2,4,3,4,3,4,5,4,4,4,2,4,4,4,5,2733,15412,3586,3683,4116,60026,5766,4668,7434,3700,1832,3933,31581,3183,11515,14949,7964,3902,3037,1934,3368,29466,9316,18770,4931,3724,4934,3116,8765,9633,1914,3365,5714,9514,2601,3909,1768,9582,2915,9966,17503,10849,3283,5867,15765,13749,12865,9130,4047,2799,"2016-03-03 09:34:41",1366,768,53,456,29,3,"US","35.3541","-89.8958"
"500",3,3,5,3,4,2,1,5,2,4,4,4,4,3,3,2,2,1,3,2,1,5,2,4,2,4,1,2,4,3,5,1,5,1,5,1,5,1,5,5,5,1,3,2,4,2,4,5,5,5,9856,2976,2112,5896,3504,9112,3896,3969,2856,9921,2176,5529,1520,7317,3840,4256,4256,1913,2781,1433,1840,3985,2744,2312,6770,1968,5248,4023,1480,1680,3328,6496,1608,2128,671,1769,3057,1968,1744,1520,1208,4336,6337,2740,2545,600,1472,1544,2004,1175,"2016-03-03 09:35:18",1219,975,61,186,29,1,"US","40.7605","-73.9933"
"501",3,2,4,3,4,2,4,3,3,3,1,5,1,5,1,1,1,1,1,1,5,5,2,5,1,4,1,4,5,4,3,3,3,2,3,3,3,1,3,3,4,1,4,1,4,2,5,3,5,4,9787,9884,3367,2290,4668,4668,4620,3109,3791,2482,3496,2887,3909,2377,1844,1675,2465,2245,1667,1899,2997,4541,3352,2481,3183,3447,3207,2920,7300,3630,4332,2450,2640,2937,4858,2329,3144,3167,2849,1987,1882,4006,4054,2888,1875,2809,5795,6005,2816,2345,"2016-03-03 09:35:51",1067,600,24,197,36,1,"CA","43.1309","-81.4318"
"502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2957,NA,NA,8591,NA,NA,NA,NA,2730,NA,2693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4696,NA,NA,NA,NA,NA,NA,6904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA
"503",1,4,2,5,1,1,1,4,1,4,2,4,4,4,4,4,3,4,5,5,5,4,4,5,2,4,2,4,5,3,3,3,5,2,2,4,4,1,4,4,2,2,5,2,5,1,4,4,4,5,18167,9075,5763,3665,1509,5178,6444,7084,4419,4035,5430,5445,4444,4501,8332,5777,6570,6246,5365,1053,9666,1351,3937,7664,10125,3969,3855,7051,4788,5255,805,6637,7010,7672,5016,875,3293,34045,6096,10715,8493,5997,4112,12442,3884,8512,4034,4060,13542,6723,"2016-03-03 09:35:54",360,640,4,351,20,1,"IN","20.0","77.0"
"504",4,2,2,2,3,3,4,2,4,4,5,1,5,1,4,5,5,5,5,4,5,2,5,1,5,1,4,1,1,3,4,4,4,4,1,4,4,3,4,4,4,4,5,4,4,1,4,4,2,4,5800,2530,6096,2607,1957,2032,2655,2570,2079,6145,1389,2636,1390,4533,7064,2043,1466,1236,1318,1774,3312,3804,5310,4132,4400,4333,2933,3718,2300,2309,1265,3077,2253,2598,4899,2932,2725,4343,4088,2713,1868,4304,1965,3873,1353,1829,1398,2924,2339,1925,"2016-03-03 09:36:01",1366,768,482,163,29,54,"US","36.7477","-119.7724"
"505",1,3,5,1,4,1,1,3,1,1,1,3,3,1,1,3,1,1,3,1,1,5,1,1,1,5,3,1,5,2,5,3,4,1,1,3,3,1,5,2,1,3,1,3,5,1,5,1,3,3,11828,6372,1123,237,2738,3538,1902,4617,3804,5025,5251,11523,5243,4826,5086,5473,8700,2486,2808,6453,6528,6134,9691,10792,12335,1922,12556,3338,2629,5995,2872,1124,6535,1659,1055,12466,1545,2980,3499,5133,4520,10667,4855,19577,3426,9584,6584,2873,5021,39019,"2016-03-03 09:36:04",1366,768,3,357,48,54,"US","36.7477","-119.7724"
"506",2,2,2,4,3,2,2,4,1,4,5,4,5,4,4,5,4,4,4,4,1,3,3,4,1,4,1,4,4,4,2,1,4,4,1,2,2,4,2,2,1,4,2,2,2,5,4,1,4,2,3534,3376,2014,1551,2271,2700,3400,2393,1828,1471,6267,2893,3178,3967,2003,1738,2663,1270,1182,1860,17432,2723,2270,2262,2807,4623,2268,2871,8635,2397,4030,10037,3159,13766,13692,2132,1823,2246,4279,2847,4511,9696,2922,4984,15411,2996,3598,3269,5976,1264,"2016-03-03 09:36:21",1366,768,30,236,34,54,"US","36.7477","-119.7724"
"507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,6905,NA,NA,5464,NA,NA,NA,NA,2597,NA,3992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4002,NA,NA,NA,NA,NA,NA,5134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
"508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2310,NA,NA,3080,NA,NA,NA,NA,3562,NA,764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3001,NA,NA,NA,NA,NA,NA,2661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
"509",1,2,3,5,2,4,2,4,2,5,3,4,4,4,4,4,2,2,4,3,3,3,2,4,4,3,4,3,4,3,3,3,3,2,2,4,3,3,2,3,4,3,2,4,2,4,4,3,3,3,5685,1071,6594,3697,1617,1841,2066,1942,2515,3100,5698,1829,2626,2303,2390,1669,2366,2852,4993,1368,1826,3271,2252,3385,3686,5241,2354,2988,2041,2179,1293,2365,3721,3522,2389,2999,1792,2689,1855,2080,4816,1966,2040,3870,2428,1617,1791,1729,2515,1756,"2016-03-03 09:37:08",1366,768,4,153,40,1,"SE","59.3294","18.0686"
"510",2,2,4,2,4,1,3,2,2,5,5,2,5,3,4,4,4,1,4,2,2,4,3,4,2,4,4,4,3,3,4,3,4,3,3,2,5,4,4,3,3,1,5,1,3,2,4,4,4,4,13800,5476,7204,2560,4067,3742,7410,4993,4832,3546,3432,16015,1757,4001,4495,543,7689,7960,3954,2172,7814,2581,3512,2500,11218,6523,3064,1289,2986,5057,3825,6721,4590,5923,5758,6102,1997,2596,3191,4582,2235,4861,2317,3594,5623,8611,4775,3106,3109,2261,"2016-03-03 09:37:28",1366,768,90,260,169,54,"US","36.7477","-119.7724"
"511",3,2,3,4,4,3,5,4,3,3,5,4,4,1,4,4,5,0,4,5,1,3,4,5,1,5,3,5,5,4,2,3,4,5,3,4,3,3,4,3,3,3,3,3,3,3,3,3,4,3,6607,2531,4300,2772,2318,2887,4677,3812,2377,6381,3549,7660,1271,2396,1579,5313,2097,0,7537,3455,5422,14224,3675,2126,3898,4071,2530,4416,5082,3359,5669,3483,1944,2867,5696,3858,1646,10047,1107,7719,2897,4900,2848,2945,1847,3985,4955,4332,1270,2271,"2016-03-03 09:38:12",1366,768,3,218,27,54,"US","36.7477","-119.7724"
"512",5,1,5,1,5,1,5,1,5,2,4,2,4,3,3,2,4,5,4,1,3,5,2,5,1,4,1,5,4,5,3,4,3,4,1,5,3,3,3,4,3,2,4,1,5,1,3,3,4,5,29120,12398,5736,8749,4452,4866,1385,6000,15918,1148,83653,7171,11768,6781,3769,834,5551,6984,13684,11283,147574,13518,17784,4350,7433,7420,11704,5670,6902,7369,24839,10649,4282,6985,4583,52034,5313,9798,30318,9467,9736,7098,1167,4566,6250,16167,9665,6251,19568,1567,"2016-03-03 09:39:20",375,667,39,734,74,1,"US","37.6688","-122.0808"
"513",2,4,4,2,4,2,2,2,4,4,4,4,2,2,4,4,2,2,5,2,3,2,2,2,2,4,2,4,2,3,3,2,4,2,4,2,4,2,2,3,3,4,4,2,4,2,4,2,3,4,4875,4313,6722,4083,3579,3953,3964,5209,3910,6906,2614,3598,4686,2636,3204,5874,2331,6853,1367,1806,4960,4230,3360,3676,3307,3638,3549,16161,2614,6483,4703,11161,2134,11922,5251,5409,3159,7530,2369,5292,8079,6585,5921,5447,4348,2620,2408,2493,5231,2020,"2016-03-03 09:39:44",1366,768,48,284,148,54,"US","36.7477","-119.7724"
"514",5,1,4,2,3,3,4,3,4,4,5,2,4,3,4,4,3,4,4,3,4,3,4,2,3,1,3,3,2,4,4,4,4,3,3,2,5,4,4,4,4,2,5,1,4,1,5,4,5,5,3762,2054,5509,3737,2113,3272,6417,2833,2648,3631,2647,1382,1645,3242,2629,3379,2375,2726,3212,1950,3622,4241,1616,4576,3817,1870,2474,4866,1996,2774,2346,8244,2132,2910,1829,5928,3166,3105,3203,2181,1800,3028,3125,3543,3680,2220,2024,1538,4790,1440,"2016-03-03 09:40:24",1366,768,5,182,64,54,"US","36.7477","-119.7724"
"515",4,2,3,2,4,1,2,2,4,4,2,3,2,5,1,2,2,2,2,1,3,3,3,2,2,2,4,2,3,2,3,2,2,1,1,1,5,4,2,4,4,2,5,2,4,1,5,3,4,5,14081,2756,2299,4659,2313,1600,2789,6046,1980,8449,2932,4140,1586,4413,2483,3177,2169,2820,3777,2714,2298,3188,5178,2282,5755,6371,3978,1481,4652,2006,1804,7546,2415,1651,2377,4944,2445,3224,1588,5805,2139,7424,2046,2705,3801,1777,1739,1437,4341,1459,"2016-03-03 09:40:36",1366,768,63,228,56,1,"ES","40.4","-3.6833"
"516",1,3,3,4,2,4,1,5,1,4,4,3,4,1,4,4,4,4,4,4,3,2,2,3,5,4,3,3,3,3,3,5,4,4,1,4,3,4,2,2,2,5,3,4,4,3,3,2,4,4,3313,3119,3520,3043,2355,1720,3518,4170,2135,2464,4052,3959,3928,2676,2745,3864,2807,3182,2442,1892,4268,2190,3451,3702,5710,2449,4007,3488,2596,2214,2481,4694,3332,1987,2622,8151,2244,1682,3472,2496,3512,8431,3683,5405,2011,2643,4521,3309,3268,2292,"2016-03-03 09:41:45",1366,768,41,183,32,1,"US","39.1252","-76.5116"
"517",2,4,4,3,3,3,2,5,2,3,3,3,3,2,2,1,1,1,2,2,1,4,1,4,2,4,1,4,4,3,4,2,4,1,2,1,4,1,3,4,4,2,2,1,4,3,4,2,4,3,7899,3401,7193,8408,7488,5984,6746,5329,5617,3682,6048,9049,11289,2936,4017,3929,7615,3321,4968,6625,6858,7160,8353,4609,4833,3736,30917,5642,3024,4273,10153,6976,6185,3993,8657,7161,2593,4087,2289,6817,6233,4433,6265,9033,4641,3912,3257,6648,3655,3800,"2016-03-03 09:42:08",1280,720,67,323,29,1,"US","37.3486","-121.951"
"518",3,3,3,3,5,1,3,4,2,4,4,3,5,2,4,4,4,3,3,4,1,5,3,5,2,4,1,3,5,4,4,1,5,3,1,1,4,3,3,3,5,2,5,1,4,1,1,4,5,5,52859,14621,4319,9236,4684,10370,5590,12040,2817,2815,5537,3718,3102,4376,3006,2632,2465,2366,1117,3952,3803,2755,9504,5305,4950,2884,2451,3435,2553,2669,9051,5250,3921,4782,3368,3054,4932,3620,3368,3518,4788,6971,1650,4683,2733,2802,4169,2402,3671,3955,"2016-03-03 09:42:10",375,667,52,295,28,1,"GB","51.5","-0.13"
"519",3,2,2,3,3,2,1,2,3,5,4,3,4,1,4,4,1,3,4,5,2,4,4,4,2,3,2,4,3,3,2,4,4,4,1,5,1,2,1,3,2,2,5,1,3,2,4,1,2,4,430429,2987,3560,3487,2341,2437,2535,3545,1583,3340,1365,1829,1657,3217,1815,4924,2427,5873,2206,1950,2584,1732,2254,2315,1901,1548,2863,3303,3510,1316,1682,2461,5949,2195,2009,2498,2084,1462,1499,3826,2035,2315,1426,1608,2656,1582,1631,1293,2071,1280,"2016-03-03 09:42:34",1366,768,654,551,24,1,"ES","40.4","-3.6833"
"520",3,1,4,1,4,1,4,3,4,4,4,4,5,4,2,3,5,4,3,2,1,1,3,5,3,5,1,4,5,3,4,3,5,4,2,1,5,3,5,3,4,1,5,5,5,1,4,4,1,5,4925,3383,8605,4193,13316,4742,4469,3098,3767,3872,2027,4592,13095,3682,5329,2782,1998,4780,2726,3238,6200,3722,3254,15549,5491,5618,3381,12122,4645,5111,3671,4169,6512,2961,5259,22818,2110,4854,2228,2593,2737,5226,1730,4242,5837,2308,2579,3118,8823,13194,"2016-03-03 09:42:41",1366,768,41,286,20,1,"US","40.8255","-74.2111"
"521",5,2,4,2,5,2,3,4,4,2,5,2,5,4,4,4,3,3,4,2,3,0,5,3,3,3,3,3,2,0,1,3,5,3,1,2,4,4,1,4,1,4,5,1,5,1,1,1,5,5,17392,16141,6773,4280,2228,2545,6566,8328,11214,3128,2558,4793,2670,21802,3908,2261,11220,2782,2723,12441,6529,0,2078,6625,7864,4163,3161,14835,4724,0,5315,9823,13569,3167,3273,6706,4146,26477,3264,8705,3825,6335,1131,5619,2917,11236,4068,3448,2919,9118,"2016-03-03 09:43:23",1366,768,120,351,42,54,"US","36.7477","-119.7724"
"522",3,3,5,3,5,1,4,4,5,1,4,3,5,4,2,1,5,5,5,4,5,3,3,5,3,5,3,5,5,4,5,1,5,3,2,2,3,5,3,3,3,1,5,1,3,0,4,1,3,4,29329,3400,3289,5121,3038,5613,9041,5339,3220,3448,2842,4091,4309,4935,2272,3221,4265,2185,2255,4140,5127,2395,3541,2699,3352,2592,5899,3164,1991,4197,2738,2286,2550,2129,4173,4498,1812,1775,3244,3674,3879,4256,1811,3672,2185,0,3233,2390,3712,2030,"2016-03-03 09:44:14",1440,900,61,208,198,1,"TR","38.7322","35.4853"
"523",3,3,2,2,3,2,1,5,1,5,3,4,4,2,2,2,3,3,2,1,4,5,1,2,4,2,2,1,1,3,2,1,5,1,3,5,5,2,1,4,4,4,4,2,4,1,5,4,5,4,6804,3784,5246,8401,8156,3294,2863,2061,7351,3522,4127,7284,11890,64092,4579,3586,4503,4819,3865,3077,10796,6763,3718,4747,11413,6870,15361,4642,3446,15119,6227,4851,3054,10413,5293,3854,2835,49050,2213,4299,33915,5563,3361,3869,3168,6523,3128,5113,3842,2557,"2016-03-03 09:44:16",1366,768,273,429,45,1,"DK","55.6415","12.0803"
"524",2,2,3,3,4,2,3,3,3,4,2,5,4,3,2,1,3,1,1,3,2,4,1,4,2,3,2,4,4,3,4,5,4,3,1,5,2,1,2,4,5,1,5,1,4,1,5,5,5,5,4672,3418,1961,2993,1607,3365,2309,2710,1971,4908,3822,2232,1542,1361,2550,2602,5475,1337,2692,3087,3524,2058,2518,1754,2168,2046,2279,2758,1976,1726,4698,1972,1884,2325,2428,3072,1279,3340,1831,3635,2215,3722,2432,4873,1270,1544,1603,1620,1553,1726,"2016-03-03 09:44:47",1280,800,3,146,57,1,"CH","46.2103","6.1464"
"525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,5928,NA,NA,6344,NA,NA,NA,NA,4535,NA,6233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3312,NA,NA,NA,NA,NA,NA,4008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA
"526",5,1,3,1,5,1,5,2,3,3,5,1,5,2,4,5,5,4,5,3,1,5,3,4,2,5,1,4,4,2,3,4,5,4,2,3,4,2,3,4,4,2,5,2,5,1,5,3,5,4,23320,3232,6477,2222,2287,1732,3217,2284,1640,3856,1743,2933,214823,2283,2207,2965,3123,2110,1696,1322,1849,1988,2350,2539,3899,1956,4095,2586,1765,2669,1495,6112,2660,2819,2203,3858,2187,2180,1995,5679,2217,3528,2342,2523,1993,1974,2388,3714,3016,2567,"2016-03-03 09:45:29",1366,768,63,384,28,1,"CA","43.0093","-81.21"
"527",1,1,2,2,3,2,2,3,2,2,3,3,5,5,2,2,2,1,4,1,1,3,1,4,1,4,5,4,4,3,5,1,5,2,3,4,3,1,4,4,5,1,2,1,4,3,4,4,5,5,3917,5605,2600,3470,7717,2095,3432,2532,6220,3538,7188,2672,7240,6126,2712,2001,2422,2554,4705,2385,4520,4280,3866,3511,2915,4745,2902,2250,1957,4866,3749,3909,2995,1827,4623,3346,1744,3408,3016,3258,3457,2857,1896,2734,2969,3878,3011,2589,2517,1781,"2016-03-03 09:46:08",2560,1440,4,196,30,1,"US","39.7388","-104.4083"
